is_attack,P101,P203,P205,P301,P401,P601,MV301,MV302,MV304,UV401,MV101,MV201,MV303,FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,729.8658,9.293002,198.077423,2.335437,1.19085729,0.000512443,730.7021,87.9518051,0.7817402,1000.62805,7.4896183,147.3981,1016.27789,46.0651131,0.781594455,0.3103625,0.6236277,0.2134324,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,729.434,9.293002,198.385025,2.335437,1.19085729,0.000512443,730.902344,87.82363,0.782380462,1000.55115,7.4896183,147.3981,1016.27789,45.7575,0.7822353,0.315101832,0.6236277,0.212984011,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,729.12,9.293002,198.4363,2.335437,1.19085729,0.000512443,732.3443,87.7980042,0.7830207,1000.282,7.4896183,147.3981,1016.27789,45.60369,0.7822353,0.3170232,0.6236277,0.212984011,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,728.6882,9.289157,198.667,2.335437,1.19085729,0.000512443,732.7048,87.6954651,0.7830207,1000.74341,7.4896183,147.167389,1016.27789,45.60369,0.783132553,0.3080569,0.6236277,0.212791845,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,727.7069,9.289157,198.89772,2.335437,1.19085729,0.000512443,732.7448,87.61856,0.781228,1000.39734,7.4896183,147.090485,1016.27789,45.2191734,0.7837734,0.303445637,0.6236277,0.2140089,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,727.157349,9.289157,199.154068,2.33454013,1.19085729,0.000512443,733.9865,87.61856,0.781228,1000.05127,7.4896183,146.962311,1016.27789,45.10382,0.7839016,0.296272576,0.6236277,0.214649454,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,726.490051,9.289157,199.282242,2.33454013,1.19085729,0.000512443,734.427063,87.61856,0.781228,999.897461,7.4896183,146.936676,1016.27789,44.91156,0.7839016,0.2957602,0.6259322,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,726.097534,9.289157,199.46167,2.33454013,1.19085729,0.000512443,735.228149,87.61856,0.7810999,1000.08972,7.4896183,146.936676,1016.27789,44.91156,0.7839016,0.295375943,0.6259322,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,725.7835,9.289157,199.564209,2.33454013,1.19085729,0.000512443,736.3897,87.41348,0.7804597,999.859,7.4896183,146.757248,1016.27789,44.3347855,0.7839016,0.308441162,0.62644434,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557
0,2,2,2,1,2,1,1,1,1,2,1,2,1,0,725.2732,9.289157,199.794922,2.33454013,1.19085729,0.000512443,736.5099,87.41348,0.7825085,999.666748,7.490259,146.705978,1016.27789,44.3347855,0.7839016,0.316638917,0.62644434,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557
